ARTIST,TITLE,FORMAT, PRICE,GENRE,CAT NUMBER,COUNTRY,SLEEVE,MEDIA,LABEL,EXTRA INFO,SKU
HIPPO CAMPUS,LP3,1LP, $ 35.00 ,ALTERNATIVE,GJ00701,USA,NEW,NEW,Grand Jury Records,"NEW 2022 STUDIO LP FROM THE MINNESOTA INDIE-POP BAND w/ FREE FLEXIDISC 7"" SINGLE!",VY15566
"HIPPOS, THE",DARK AGE,"7""", $ 8.00 ,ROCK,7258002,AUS,VG+,VG+,WEA Records,"ORIG. OZ 1988 WEA RECORDS PIC SLEEVE 7"" SINGLE",V81123
HIROSHI SATO,ORIENT: REISSUE,1LP, $ 55.00 ,FUNK,WWSLP12,EU,NEW,NEW,Wewantsounds,2018 EU IMPORT VINYL RE-ISSUE OF THE ULTRA RARE JAPANESE AMBIENT FUNK MASTERPIECE FROM 1979,VY13329
HIROSHI YOSHIMURA,MUSIC FOR NINE POSTCARDS,1LP, $ 55.00 ,AMBIENT,EOS01,USA,NEW,NEW,Empire Records,2017 RE-ISSUE OF THE LEGENDARY '82 DEBUT FROM JAPANESE AMBIENT COMPOSER,VY10441
HIVEMIND,FOREBODING WINDS,"7""", $ 5.00 ,PUNK,DTR010,USA,NEW,NEW,Dead Truth Records,2010 4-TRACK SINGLE FROM FLORIDA HARDCORE BAND!,V7552
"HI-WINDERS, THE",ROCKIN' WITH THE RHYTHM,"10""", $ 15.00 ,ROCK,LENOX103,FRA,VG+,VG+,Lenox Records,"FRENCH IMPORT 1996 ROCKABILLY 10""",VF75
"HOAX, THE",QUIET IN THE SIXPENNY'S,"12""", $ 30.00 ,PUNK,HOAX4,UK,VG+,EX,Hologramme Music,RARE ORIG. UK PRESS OF THE 1980 E.P. MANCHESTER PUNKS w/ ORIG. INSERT,VP1271
HOCKEY DAD,LIVE AT THE DRIVE IN: COLOUR,1LP, $ 55.00 ,ALTERNATIVE,FATO034LPC,AUS,NEW,NEW,Farmer & The Owl,NEW 2021 LIVE RELEASE RECORDED OVER 2 NIGHTS IN OCTOBER 2020: AQUAMARINE 180-GRAM COLOUR VINYL PRESS,VY15188
HOLE,CELEBRITY SKIN: REISSUE,1LP, $ 50.00 ,ALTERNATIVE,MOVLP999,EU,NEW,NEW,Music On Vinyl,"2014 EU 180-GRAM AUDIOPHILE REPRESS OF THE HUGE '98 ALBUM FEAT. ""MALIBU""",VY3891
HOLGER CZUKAY,CANAXIS: REISSUE,1LP, $ 38.00 ,PROG ROCK,LPGRON195,EU,NEW,NEW,Groenland Records,2018 GERMAN IMPORT REMASTER OF THE 1969 RELEASE FROM ROLF DAMMER & CAN'S HOLGER CZUKAY,VY14871
HOLGER CZUKAY,MOVIES: REISSUE,1LP, $ 38.00 ,PROG ROCK,LPGRON201,EU,NEW,NEW,Groenland Records,2018 GERMAN IMPORT REMASTER OF THE 1979 SOLO ALBUM FROM CAN MEMBER,VY14872
HOLLOW FRONT,LOOSE THREADS,1LP, $ 40.00 ,PUNK,UNFD151LP,USA,NEW,NEW,UNFD (We Are Unified) / Warner,2021 CLOUDY CLEAR COLOUR PRESS OF THE 2020 DEBUT: U.S. METALCORE BAND,VY14131
HOLY FORREST,WHIRL / CUMULO,"7""", $ 15.00 ,ALTERNATIVE,LGR003,AUS,NEW,NEW,Library Group Records,"2-TRACK 2018 COLOUR VINYL 7"" SINGLE FROM SYDNEY DREAM-POP/SHOEGAZE BAND",V71415
HOLY HOLY,HELLO MY BEAUTIFUL WORLD: COLOUR,1LP, $ 55.00 ,ALTERNATIVE,LICK050,AUS,NEW,NEW,Wonderlick Records,LIMITED EDITION CLEAR VINYL PRESS OF THE 2020 STUDIO ALBUM,VY14988
HOLY MOLAR,LIVE AT SAN DIEGO METROPOLITAN CORRECTIO,"7""", $ 10.00 ,PUNK,THREEONEG16,USA,VG+,VG+,Three.One.G Records,"2001 LIVE 7"" RELEASE ON LTD PINK+GREY COLOUR VINYL",V83109
HOLY SERPENT,ENDLESS,1LP, $ 30.00 ,METAL,EZRDR112,USA,NEW,NEW,Riding Easy Records,NEW 2019/3rd STUDIO LP FROM MELB STONER-DOOM METAL BAND,VY12191
HOODLUM SHOUTS,HORSES & HUMAN HANDS,"10""", $ 10.00 ,PUNK,PCR065,,NEW,NEW,Poison City Records,"OUT OF PRINT '09 DEBUT EP: REMASTERED ON 10"" VINYL",VE24
HOODOO GURUS,ANSWERED PRAYERS + SONG OF THE YEAR,"7""", $ 23.00 ,ROCK,BTSP01,AUS,NEW,NEW,Big Time Records,LIMITED EDITION 2-TRACK SINGLE: NEW 2020 RECORDINGS FROM THE AUS ROCK LEGENDS,V71553
HOODOO GURUS,CHARIOT OF THE GODS,1LP, $ 55.00 ,ROCK,3861433,AUS,NEW,NEW,EMI Music,NEW 2022 STUDIO RELEASE & THEIR 1st IN OVER A DECADE!,VY15875
HOP ALONG,PAINTED SHUT,1LP, $ 30.00 ,ALTERNATIVE,LBJ218,USA,EX,EX,Saddle Creek Records,3rd STUDIO ALBUM FROM 2015 BY THE AMERICAN INDIE ROCK GROUP: BLACK VINYL PRESS,VS21235
"HORRORS, THE / SUICIDE / NIC VOID",SPLIT,"10""", $ 10.00 ,ALTERNATIVE,PTYT018,UK,VG+,VG+,Blast First Petite Records,"ALAN VEGA 70th BIRTHDAY E.P. SERIES: LIMITED 3-WAY 10"" SPLIT FROM 2008: No. 1212/3000",VF154
HORRORSHOW,NEW NORMAL: COLOUR,2LP, $ 30.00 ,HIP HOP,ACE210VX,AUS,NEW,NEW,Elefant Traks,HIGHLY ANTICIPATED 5th STUDIO ALBUM & NEW 2019 RELEASE: LIMITED 2LP COLOUR PRESSING,VZ4473
HOT SNAKES,AUTOMATIC MIDNIGHT: REISSUE,1LP, $ 38.00 ,PUNK,SP1217,USA,NEW,NEW,Sub Pop Records,2018 SUB POP ORANGE VINYL RE-ISSUE OF THE 2000 DEBUT ALBUM,VY9148
HOT SNAKES,SUICIDE INVOICE: REISSUE,1LP, $ 38.00 ,PUNK,SP1218,USA,NEW,NEW,Sub Pop Records,2018 SUB POP REISSUE ON YELLOW VINYL: 2002 ALBUM,VY9149
HOT WATER MUSIC,FEEL THE VOID,1LP, $ 55.00 ,PUNK,EVR4591,USA,NEW,NEW,Equal Vision Records,NEW 2022 STUDIO RELEASE & THE RETURN OF PRODUCER BRIAN MCTERNAN! LIMITED BLACK VINYL PRESSING,VY15858
HOUND DOG TAYLOR & THE HOUSEROCKERS,NATURAL BOOGIE: REISSUE,1LP, $ 38.00 ,BLUES,AL4704,USA,NEW,NEW,Alligator Records,2021 ALLIGATOR RECORDS REPRESS OF THE CHICAGO BLUESMAN'S 1974 ALBUM,VY15733
HOUSE OF LOVE,SHINE ON,"7""", $ 10.00 ,ALTERNATIVE,8766127,AUS,VG+,VG+,Fontana Distribution,"1989 FONTANA RECORDS OZ PICTURE SLEEVE 7"" SINGLE",V83681
HOUSE OF PAIN,HOUSE OF PAIN (FINE MALT LYRICS): REISSU,2LP, $ 60.00 ,HIP HOP,TB10560,USA,NEW,NEW,Tommy Boy Music,2022 30th ANNIVERSARY REMASTER OF THE '92 DEBUT ALBUM FROM THE HIP HOP DUO: 2LP BLACK VINYL SET,VZ6319
HOUSE OF SUFFERING,HOUSE OF SUFFERING,1LP, $ 10.00 ,PUNK,FTV002,GER,VG+,VG+,Finlayson,GERMAN IMPORT '91 DEBUT LP FROM U.S. THRASH BAND,VS14065
HOWARD JONES,CROSS THAT LINE: REISSUE COLOUR,1LP, $ 30.00 ,POP,PBRED813,UK,NEW,NEW,Cherry Red Records,2020 RE-ISSUE OF THE 1989 STUDIO RELEASE: LIMITED EDITION 140gm SILVER VINYL,VY13400
HOWARD MCGHEE QUINTET,MUSIC FROM THE CONNECTION: RSD 2022,1LP, $ 48.00 ,JAZZ,IKON01,UK,NEW,NEW,Ikon Records Manchester,UK RSD 2022 MONO RED VINYL REPRESS OF THE ULTRA RARE 1960 HARD BOP JAZZ RELEASE,VY16084
"HU, THE",SAD BUT TRUE & WOLF TOTEM: RSD 2021,"7""", $ 35.00 ,METAL,BNM9951,USA,NEW,NEW,Better Noise Music,"RSD 2021 7"" PICTURE DISC PRESS OF THE METALLICA COVER & THEIR BIG HIT: LIMITED TO 2200 COPIES",V71610
"HU, THE",THE GEREG: DELUXE EDITION,2LP, $ 60.00 ,METAL,BNM8521,EU,NEW,NEW,Better Noise Music,2020 EU IMPORT: EXCLUSIVE RED VINYL 2LP W/ 6 BONUS TRACKS,VZ4798
HUBERT LAWS,THE BEST OF HUBERT LAWS,1LP, $ 15.00 ,JAZZ,CBS237640,AUS,VG+,VG+,CBS Records,SCARCE 1981 AUS CBS COMPILATION FROM AMERICAN FLUTIST,VS21213
HUGO RACE,STATIONS OF THE CROSS: REISSUE,1LP, $ 25.00 ,ROCK,BANGLP130,EU,NEW,NEW,Bang! Records,2019 1st TIME VINYL PRESS OF THE '94 SOLO LP FROM EX-BAD SEEDS MEMBER ON BANG! RECORDS,VY11635
HUMAN HANDS / MARS TO STAY,SPLIT,"7""", $ 5.00 ,PUNK,TIME37,,NEW,NEW,Time As A Colour Records,"NEW 2015 SPLIT 7"" FROM 2 UK EMO/PUNK BANDS",V71003
HUMAN MESS,FOLLOW YOU HOME,1LP, $ 10.00 ,PUNK,NW35,USA,EX,EX,No Way Records,2009 DEBUT FROM THE CALIFORNIA HARDCORE BAND: WHITE VINYL PRESS,VS21072
HUNTERS & COLLECTORS,STILL HANGING 'ROUND,"7""", $ 10.00 ,ROCK,K490,AUS,VG+,VG+,White Label Records,"LTD EDITION 1987 SINGLE IN 7"" POSTER SLEEVE",V81468
HUNTERS & COLLECTORS,IS THERE ANYBODY IN THERE?,"7""", $ 15.00 ,ROCK,K136,AUS,VG+,EX,White Label Records,"RARE 1986 PIC SLEEVE 7"" SINGLE b/w ""DOG""",V83688
HUNTERS & COLLECTORS,LIVING DAYLIGHT,"12""", $ 10.00 ,ROCK,X14468,AUS,VG+,VG+,White Label Records,"ORIG. OZ MAXI 12"" E.P. IN PIC SLEEVE FEAT. 3 TRACKS",VP625
HUSH,ALOUD 'N' LIVE,1LP, $ 10.00 ,ROCK,WS20014,AUS,VG+,VG,Warner Bros. Records,SCARCE DEBUT 1973 RELEASE: OZ WARNER PRESS PRESS (check condition),VS6943
HYDROMEDUSA,LONG LIVE,1LP, $ 25.00 ,METAL,CLARITYLP011,,NEW,NEW,Clarity Records,NEW 2019 LP FROM THE ADELAIDE STONER-PSYCH BAND + D/L CODE,VY11686
ICEAGE,SEEK SHELTER: COLOUR,1LP, $ 45.00 ,PUNK,MEX2901X,USA,NEW,NEW,Mexican Summer Records,2021 STUDIO ALBUM FROM THE DANISH PUNKS & 1st ON MEXICAN SUMMER: LIMITED ORANGE PRESSING + D/L CODE,VY14346
ICEHOUSE,MR. BIG,"7""", $ 10.00 ,ROCK,K36,AUS,VG,EX,Regular Records,"ORIG. 1986 REGULAR RECORDS PICTURE SLEEVE 7"" SINGLE b/w ""SISTER""",V83532
ICHIKO AOBA,WINDSWEPT ADAN,2LP, $ 70.00 ,FOLK,BING169,USA,NEW,NEW,Ba Da Bing Records,2021 2LP BA DA BING RECORDS PRESS OF THE ACCLAIMED 2020 RELEASE FROM THE JAPANESE FOLK ARTIST,VZ5527
ICKY JOEY,POOH,1LP, $ 5.00 ,ALTERNATIVE,CZ026,USA,VG+,VG+,C/Z Records,"LONE '91 LP FROM U.S. BAND FEAT. MEMBERS OF ""THROWN UPS"" (loose Mudhoney connection)",VS15828
IDA,WILL YOU FIND ME: REISSUE,2LP, $ 20.00 ,ALTERNATIVE,PRC293,USA,EX,EX,Polyvinyl Records,2016 POLYVINYL RECORDS 2xLP 45rpm RE-ISSUE OF THE 2000 ALBUM FROM N.Y. INDIE-FOLK GROUP,VT2988
IDA,WILL YOU FIND ME: REISSUE,2LP, $ 25.00 ,ALTERNATIVE,PRC293,USA,NEW,NEW,Polyvinyl Records,U.S. 2xLP POLYVINYL RE-ISSUE OF THE 2000 CLASSIC,VZ3219
IDEA,STONE SHARPENS THE BLADE,1LP, $ 15.00 ,ROCK,POWT2015,AUS,VG+,VG,Powderworks Records,SCARCE 1985 ALBUM FROM THE SHORT-LIVED TECHNO ROCK BAND: ORIG. POWERWORKS PRESS,VS21003
IDIOTA CIVILIZZATO,IDIOTA CIVILIZZATO,1LP, $ 35.00 ,PUNK,SSR058,UK,NEW,NEW,Static Shock Records,2018 DEBUT ALBUM FROM BERLIN HARDCORE PUNK GROUP ON STATIC SHOCK RECORDS,VY13705
IDLE THREAT,"7"" YEAR PLAN","7""", $ 15.00 ,PUNK,BIGMOOTY01,AUS,NEW,NEW,Self Released / Independent,"2020 7"" E.P. FROM SYDNEY PUNK QUINTET: LTD/105 COPIES",V71580
IDLE THREAT,ROPE BURN,1LP, $ 20.00 ,PUNK,IT001,AUS,NEW,NEW,Self Released / Independent,2018 DEBUT LP FROM SYDNEY PUNK QUINTET: COLOUR VINYL PRESS + D/L CODE,VY10357
IDLES,ULTRA MONO: COLOUR,1LP, $ 48.00 ,PUNK,PTKF21863,USA,NEW,NEW,Partisan Records,"2020/3rd STUDIO ALBUM FROM THE BRISTOL BAND: LIMITED EDITION BLACK & WHITE ""VORTEX"" PRESSING",VY12905
IDLES,CRAWLER: DELUXE EDITION,2LP, $ 68.00 ,PUNK,PTKF30148,USA,NEW,NEW,Partisan Records,ANTICIPATED 2021 ALBUM: DELUXE GATEFOLD EDITION ON 180-GRAM 2xLP CUT @ 45rpm,VZ5778
IGGY POP,THE IDIOT: REISSUE,1LP, $ 50.00 ,ROCK,5736624,EU,NEW,NEW,Virgin Records,2017/40th ANNIV. VIRGIN RECORDS REPRESS OF THE 1977 SOLO DEBUT,VY10584
IGGY POP,"LIVE AT THE RITZ, NYC '86: RSD 2018",2LP, $ 50.00 ,ROCK,782811,USA,NEW,NEW,Revenge Records,"LIMITED EDITION RSD 2018 ONE TIME RED VINYL 2xLP PRESS OF THE 1986 CONCERT (2,000 COPIES ONLY)",VZ3617
IGNITE,IGNITE,1LP, $ 50.00 ,PUNK,19439945221,EU,NEW,NEW,Century Media,"NEW 2022 STUDIO ALBUM, 1st IN 6 YEARS & 1st w/ NEW VOCALIST: 180-GRAM BLACK VINYL PRESS w/ BONUS CD COPY",VY15917
IGNITERS,IGNITERS,"12""", $ 30.00 ,ROCK,LRM096,AUS,VG+,EX,Green Records,"ULTRA RARE 1981 DEBUT 12"" E.P. FROM AUSTRALIAN SKA BAND ON GREEN RECORDS",VP1262
ILL REPUTE,WHAT HAPPENS NEXT: REISSUE,1LP, $ 25.00 ,PUNK,NVP33005,USA,NEW,NEW,Nardcore Records,NARDCORE RECORDS U.S. VINYL RE-ISSUE OF THE '84 DEBUT FROM CALIFORNIAN HARDCORE BAND,VY13924
ILLIMITABLE DOLOR,LEADEN LIGHT,2LP, $ 40.00 ,ALTERNATIVE,TOR58,,NEW,NEW,Transcending Obscurity Records,2019 ALBUM FROM SYDNEY FUNERAL DOOM BAND: 2xLP COLOUR VINYL PRESS (GOLD+BLACK SPLATTER),VZ4369
ILTAR,ILTAR,1LP, $ 40.00 ,JAZZ,TIWA777,USA,VG+,EX,Self Released / Independent,RARE LONE 1977 RELEASE FROM THE U.S. EXPERIMENTAL JAZZ GROUP,VS20237
IMPOSSIBLE THEATRE & JOHN SCHNEIDER,SOCIAL AMNESIA,2LP, $ 5.00 ,SOUNDTRACK,FOY86,USA,VG+,EX,Fountain Of Youth Records,ORIG U.S. 2xLP GATEFOLD ISSUE FROM 1986,VT1276
IN HEARTS WAKE,KALIYUGA: MOLTEN,1LP, $ 30.00 ,PUNK,UNFD144LPM,,EX,EX,UNFD (We Are Unified) / Warner,"2020 STUDIO ALBUM: LIMITED ""MOLTEN"" VARIANT (300 COPIES ONLY) w/ 16-PAGE BOOKLET",VS20953
IN HEARTS WAKE,KALIYUGA,1LP, $ 30.00 ,PUNK,UNFD144LPD,,NEW,NEW,UNFD (We Are Unified) / Warner,"NEW 2020 STUDIO ALBUM: WHITE PRESSING w/ 16-PAGE BOOKLET - EVERY COPY SOLD, THE BAND PLANT A TREE (True story!)",VY12948
IN MY EYES,THE DIFFERENCE BETWEEN,1LP, $ 20.00 ,PUNK,REV067,USA,VG+,EX,Revelation Records,2012 PURPLE VINYL REPRESS OF THE 1998 DEBUT: BOSTON STRAIGHT EDGE,VS17141
IN SEPIA,INCANDESCENT,"7""", $ 5.00 ,ALTERNATIVE,CST001V,AUS,NEW,NEW,Creekside Train Records,"2-TRACK 2010 7"" FROM BRIS QUARTET w/ DOWNLOAD",V7472
IN SEPIA,INCANDESCENT,"7""", $ 2.00 ,ALTERNATIVE,CST001V,AUS,VG+,VG+,Creekside Train Records,2010 SINGLE FROM DEFUNCT BRISBANE EMO BAND,V83121
INAPPROPRIATE TOUGH GUY BEHAVIOUR,INAPPROPRIATE TOUGH GUY BEHAVIOUR,1LP, $ 15.00 ,PUNK,WER9,AUS,EX,EX,We Empty Rooms,OUT OF PRINT 2009 LP: NUMBERED/200 COPIES,VS6795
INCUBUS,S.C.I.E.N.C.E.: REISSUE,2LP, $ 60.00 ,ROCK,MOVLP694,EU,NEW,NEW,Music On Vinyl,2013 EU 180-GRAM AUDIOPHILE 2LP REPRESS OF THE 1997 STUDIO ALBUM,VZ1664
INCUBUS,MAKE YOURSELF: REISSUE,2LP, $ 60.00 ,ROCK,MOVLP695,EU,NEW,NEW,Music On Vinyl,2013 EU 180-GRAM AUDIOPHILE 2LP REPRESS OF THE 1999 STUDIO ALBUM,VZ4431
INDIA ARIE,VOYAGE TO INDIA: REISSUE,2LP, $ 48.00 ,SOUL,4400647551,USA,NEW,NEW,Mowtown Record Company,2013 REPRESS OF ARIE'S 2nd STUDIO RELEASE FROM 2002,VZ5328
INDIAN SUMMER,GIVING BIRTH TO THUNDER,1LP, $ 45.00 ,PUNK,NUM212LP,USA,NEW,NEW,Numero Group,2019 NUMERO RECORDS COMPLETE DISCOGRAPHY FROM THE BAY AREA 90's EMO OUTFIT,VY15141
INFINITE MASS,ENTER THE DRAGON,"12""", $ 15.00 ,HIP HOP,IRIMLPP1,EU,EX,EX,Polar Music International,"RARE PROMO ONLY 3-TRACK 12"" SINGLE FROM 2001",VP16
INFINITY BROKE,YOUR DREAM MY JAIL,1LP, $ 40.00 ,ALTERNATIVE,CDL10V,AUS,NEW,NEW,Come To The Dark Side Luke Rec,NEW 2021 RELEASE & 3rd STUDIO ALBUM FROM JAMIE HUTCHINGS & CO,VY14844
INITIALS,LEAVE EXPIRED,1LP, $ 10.00 ,PUNK,AR57,USA,NEW,NEW,Arrest Records,2014 DEBUT FROM MELB 3-PIECE! ALL 3 COLOURS AVAILABLE!,VY3893
INMATES,CREATURES OF THE NIGHT,"7""", $ 12.00 ,PUNK,NP59,AUS,NEW,NEW,Nopatience Records,"2018 SPLIT LABEL 7"" FROM THE CLEVELAND HARDCORE BAND",V71403
INOYAMALAND,DANZINDAN-POJIDON: NEW MASTER EDITION,1LP, $ 55.00 ,AMBIENT,WRWTFWW040,EU,NEW,NEW,We Release Whatever The Fuck,2020 OFFICIAL REMASTER OF THE OF THE 1983 JAPANESE ENVIRONMENTAL ALBUM PRODUCED BY HARUOMO HOSONO,VY14902
INSANE CLOWN POSSE,FLIP THE RAT,2LP, $ 35.00 ,HIP HOP,PSY19006LP,USA,NEW,NEW,Psychopathic Records,"EXTENDED 12"" DOUBLE-EP FROM 2019 PRESSED ON LIMITED SILVER w/ RED+BLACK SPLATTER COLOUR VINYL",VZ6264
INSANE CLOWN POSSE,THE MIGHTY DEATH POP,2LP, $ 40.00 ,HIP HOP,PSY41119,USA,NEW,NEW,Psychopathic Records,LIMITED 2xLP U.S. VINYL PRESS OF THE 2013 STUDIO ALBUM,VZ6265
INSTITUTE,READJUSTING THE LOCKS: COLOUR,1LP, $ 30.00 ,ALTERNATIVE,SBR222CLP,USA,NEW,NEW,Sacred Bones Records,NEW 2019 LP ON SACRED BONES RECORDS: LIMITED CLEAR+BOURBON COLOUR PRESS,VY11634
INSURGENCE DC,BROKEN IN THE THEATER OF THE ABSURD: RSD,1LP, $ 25.00 ,PUNK,CB019,USA,NEW,NEW,Crooked Beat Records,RSD 2019 EXCLUSIVE PRESS OF THE BANDS FIRST LP IN 20 YEARS! LTD/700 HAND-NUMBERED COPIES,VY11393
INTEGRITY,CRADLE TO THE GRAVE: RSD 2021,"7""", $ 28.00 ,PUNK,OCR070,USA,NEW,NEW,Organized Crime Records,"RSD 2021 BLUE & BLACK MIXED COLOUR 7"" SINGLE w/ MOTORHEAD COVERS: LIMITED TO 700 COPIES",V71613
INTEGRITY / KRIEG,SPLIT,1LP, $ 10.00 ,METAL,RLP7674111,USA,NEW,NEW,Relapse Records,NEW 2018 SPLIT LP RELEASE ON RELAPSE RECORDS,VY10285
INTENTIONS,GUILT PARTY,"7""", $ 5.00 ,ALTERNATIVE,INT001,,NEW,NEW,Self Released / Independent,"EXCELLENT 2012 7"" EP FROM SYD MATH-EMO TRIO",V7499
INTERNAL ROT,GRIEVING BIRTH,1LP, $ 35.00 ,PUNK,LUNGS153,USA,NEW,NEW,Iron Lung Records,2020 LP FROM THE MELBOURNE GRINDCORE OUTFIT RELEASED ON U.S. LABEL IRON LUNG RECORDS,VY12787
"INTERNET, THE",HIVE MIND,2LP, $ 60.00 ,HIP HOP,19075861921,USA,NEW,NEW,Sony Music,2018/4th STUDIO ALBUM ALBUM FROM THE AMERICAN BAND: 2xLP GATEFOLD PRESSING,VZ3761
INTERPOL,THE OTHER SIDE OF MAKE-BELIEVE (RED VINY,1LP, $ 45.00 ,ALTERNATIVE,OLE1875LPE,USA,NEW,NEW,Matador Records,NEW 2022 RELEASE & 7th STUDIO ALBUM ON MATADOR RECORDS: LIMITED RED VINYL PRESSING,VY16256
INTO IT. OVER IT.,STANDARDS,1LP, $ 25.00 ,PUNK,LP031891,USA,NEW,NEW,Triple Crown Records,2016 STUDIO ALBUM: LIMITED WHITE VINYL PRESS IN DIE-CUT GOLD-FOILED GATEFOLD SLEEVE,VY6329
INTO IT. OVER IT.,FIGURE: COLOUR,2LP, $ 35.00 ,PUNK,TCR03242,USA,NEW,NEW,Triple Crown Records,NEW 2020 STUDIO RELEASE FROM EVAN WEISS & CO.: LIMITED COLOUR PRESSING,VZ5007
INXS,THE SWING,1LP, $ 30.00 ,ROCK,2503891,AUS,VG+,EX,WEA Records,1984 CLASSIC FULL OF HITS! ORIG. WEA RECORDS OZ PRESS IN DIE-CUT GATEFOLD SLEEVE w/ PRINTED INNER,VS620
IRON & WINE,ARCHIVE SERIES: VOL. 1,2LP, $ 35.00 ,ALTERNATIVE,BC001,USA,NEW,NEW,Black Cricket Co.,2015 COLLECTION FEAT. 16 PREVIOUSLY UNRELEASED HOME 4-TRACK RECORDINGS: 2xLP GATEFOLD SET,VZ6089
IRON CHIC,Ys,"7""", $ 8.00 ,PUNK,PCR114,USA,NEW,NEW,Poison City Records,"LTD EDITION 7"" FOR THEIR 1st OZ TOUR: POISON CITY RECORDS",V71070
IRON LUNG,SEXLESS / NO SEX,1LP, $ 35.00 ,PUNK,PRANK092LP,USA,NEW,NEW,Prank Records,NEW 2020 U.S. COLOUR VINYL RE-ISSUE OF THE 2007 ALBUM w/ DL CODE,VY13494
IRON MAIDEN,SENJUTSU,3LP, $ 80.00 ,METAL,9029501591,EU,NEW,NEW,Parlophone,2021 STUDIO ALBUM & THEIR 1st IN 6 YEARS: STANDARD 3LP BLACK VINYL PRESSING,VX311
IRON MAIDEN,SENJUTSU: COLOUR,3LP, $ 140.00 ,METAL,9029671864,EU,NEW,NEW,Parlophone,NEW 2021 STUDIO ALBUM & THEIR 1st IN 6 YEARS: LIMITED 180-GRAM 3xLP SILVER & BLACK MARBLE VINYL,VX313
IRON MIND,HELL SPLIT WIDE OPEN,1LP, $ 15.00 ,PUNK,DS08,AUS,EX,EX,Dead Souls Records,2011 DEBUT LP FROM MELBOURNE HARDCORE BAND: BLACK VINYL GATEFOLD PRESS,VS14605
IRON MIND,IRON MIND,1LP, $ 20.00 ,PUNK,RES126LP,AUS,NEW,NEW,Resist Records,2014 SOPHOMORE LP FROM THE MELB HARDCORE BAND ON RESIST RECORDS,VY4166
IRONHIDE,CREATE/COLLAPSE/REPEAT,1LP, $ 10.00 ,PUNK,MON002,AUS,VG+,VG+,Monolith Recordings,2011 DEBUT FROM BRISBANE TECH-METAL BASTARDS ON MONOLITH RECORDS: COLOUR PRESS,VS21115
IRONS / PULLING TEETH,GREY SAVIOR,1LP, $ 15.00 ,PUNK,DW69,USA,EX,EX,Deathwish Music,2011 SPLIT LP RELEASE ON DEATHWISH RECORDS: LIMITED PICTURE DISC PRESS,VS21114
ISAAC HAYES,FOR THE SAKE OF LOVE,1LP, $ 20.00 ,SOUL,2480475,AUS,VG,VG+,Polydor,OZ POLYDOR PRESS OF THE 1978 STUDIO ALBUM FEAT. SHAFT II (THE SEQUEL),VS1975
ISAAC HAYES,MAN! THE ULTIMATE ISAAC HAYES 69-77: LP,2LP, $ 50.00 ,SOUL,SX2133,UK,VG+,NEW,Stax Records,2001 STAX RECORDS 2xLP UK IMPORT GATEFOLD COMPILATION,VZ1676
ISIS,THE RED SEA: REISSUE,1LP, $ 48.00 ,METAL,HH666224,USA,NEW,NEW,Hydra Head Records,2018 HYDRA HEAD REPRESS OF THE 1999 EP + 1998 DEMO: BLACK PRESS LIMITED TO 700 COPIES,VY10614
IT'S A BEAUTIFUL DAY,IT'S A BEAUTIFUL DAY,1LP, $ 15.00 ,PSYCH ROCK,SBP234049,AUS,VG,VG+,CBS Records,CBS RECORDS OZ PRESS OF THE 1969 DEBUT LP FROM CALIFORNIA PSYCHEDELIC FOLK-ROCK GROUP,VS15670
J MASCIS,MARTIN + ME,1LP, $ 45.00 ,ALTERNATIVE,PBRED828,UK,NEW,NEW,Cherry Red Records,2021 RELEASE OF MASCIS' 1995 SOLO ACOUSTIC TOUR: LIMITED YELLOW VINYL PRESS,VY13897
J. COLE,THE OFF-SEASON,1LP, $ 55.00 ,HIP HOP,6116519,EU,NEW,NEW,Capitol Records,NEW 2021 ALBUM FROM THE NORTH CAROLINA RAPPER: BLACK VINYL,VY14836
JACK JOHNSON,BRUSHFIRE FAIRYTALES: REISSUE,1LP, $ 35.00 ,ROCK,LPEVE120,USA,NEW,NEW,Everloving Records,2020 ALL ANALOGUE HQ 180-GRAM BERNIE GRUNDMAN REMASTER OF THE DEBUT ALBUM,VY13208
JACK LADDER & THE DREAMLANDERS,HURTSVILLE: REISSUE,1LP, $ 45.00 ,ALTERNATIVE,ER001,AUS,NEW,NEW,Endless Recordings,10th ANNIVERSARY 180-GRAM TEAL COLOUR VINYL RE-ISSUE OF THE 2011 ALBUM: HAND-NUMBERED/300 COPIES!,VY14468
JACK WHITE,FEAR OF THE DAWN: COLOUR,1LP, $ 40.00 ,ALTERNATIVE,TME752V-C,USA,NEW,NEW,Third Man Records,NEW 2022 SOLO STUDIO RELEASE: INDIE-STORE EXCLUSIVE ASTRONOMICAL BLUE PRESSING,VY15317
JACK WHITE,ENTERING HEAVEN ALIVE: COLOUR,1LP, $ 42.00 ,ALTERNATIVE,TME753V-C,USA,NEW,NEW,Third Man Records,2nd NEW 2022 STUDIO ALBUM FROM THE THIRD MAN RECORDS BOSS: LIMITED DETROIT DENIM COLOUR VINYL PRESS,VY16292
JACKIE MCLEAN,DESTINATION OUT (BLUE NOTE CLASSIC VINYL,1LP, $ 55.00 ,JAZZ,3876157,EU,NEW,NEW,Blue Note Records,"2022 ALL-ANALOG 180-GRAM BLUE NOTE CLASSIC SERIES KEVIN GRAY REMASTER: 1964 RECORDING w/ BOBBY HUTCHERSON, LARRY RIDLEY & ROY HAYNES",VY15598
