ARTIST,TITLE,FORMAT,PRICE,GENRE,CAT NUMBER,COUNTRY,SLEEVE,MEDIA,LABEL,EXTRA INFO,SKU
KING BUZZO & TREVOR DUNN,GIFT OF SACRIFICE,1LP, $	46.00 ,ALTERNATIVE,IPC223LP,USA,NEW,NEW,Ipecac Recordings,NEW 2020 STUDIO COLLAB. w/ TREVOR DRUNN: U.S. IMPORT PITCH BLACK VINYL PRESS ON IPECAC RECORDS,VY13382
KING CRIMSON,UNCERTAIN TIMES,"10""", $	40.00 ,PROG ROCK,KC10X2,UK,NEW,NEW,Discipline Global Mobile,"2018 LIMITED EDITION 2x10"" GATEFOLD SET FEAT. 4 LIVE TRACKS RECORDED BETWEEN 2015-2017",VE320
KING CRIMSON,STARLESS AND BIBLE BLACK: REMASTER,1LP, $	40.00 ,PROG ROCK,KCLP6,EU,NEW,NEW,Discipline Global Mobile,2015 FRIPP-APPROVED 200-GRAM REMASTER OF THE 1974 STUDIO ALBUM,VY6520
KING CRIMSON,IN THE WAKE OF POSEIDON: REMASTER,1LP, $	40.00 ,PROG ROCK,KCLP2,EU,NEW,NEW,Discipline Global Mobile,FRIPP-APPROVED 2011 REMASTER OF THE 1970 LP ON 200-GRAM VINYL,VY6550
KING CRIMSON,RED: REMASTER,1LP, $	40.00 ,PROG ROCK,KCLP7,EU,NEW,NEW,Discipline Global Mobile,2013 FRIPP-APPROVED VINYL REMASTER OF THE 1974 LP ON 200-GRAM VINYL,VY9337
KING CRIMSON,ISLANDS: REMASTER,1LP, $	40.00 ,PROG ROCK,KCLP4,UK,NEW,NEW,Discipline Global Mobile,2014 FRIPP-APPROVED REMASTER OF THE 1971 LP ON 200-GRAM VINYL,VY9394
KING CRIMSON,LIZARD: REMASTER,1LP, $	40.00 ,PROG ROCK,KCLP3,UK,NEW,NEW,Discipline Global Mobile,2012 FRIPP-APPROVED VINYL REMASTER OF THE 1970 LP ON 200-GRAM VINYL,VY10634
KING CRIMSON,IN THE WAKE OF POSEIDON: 40th ANNIVERSAR,1LP, $	50.00 ,PROG ROCK,KCLLP2,EU,NEW,NEW,Discipline Global Mobile,2020/40th ANNIVERSARY STEREO MIXES BY STEVEN WILSON & ROBERT FRIPP: 200-GRAM VINYL REMASTER OF THE 2nd STUDIO RELEASE FROM 1970,VY13052
KING CRIMSON,LARKS' TONGUES IN ASPIC: 40th ANNIVERSAR,1LP, $	40.00 ,PROG ROCK,KCLLP5,USA,NEW,NEW,Discipline Global Mobile,200-GRAM VINYL REMASTER OF THE 1973 LP FEAT. NEW 2020/40th ANNIVERSARY STEREO MIXES,VY14611
KING CRIMSON,BEAT: REMASTER,1LP, $	40.00 ,PROG ROCK,KCLP9,UK,NEW,NEW,Discipline Global Mobile,FRIPP-APPROVED 200-GRAM STEREO VINYL REMASTER OF THE 1982 STUDIO ALBUM,VY15653
KING CRIMSON,THREE OF A PERFECT PAIR: REMASTER,1LP, $	40.00 ,PROG ROCK,KCLP10,UK,NEW,NEW,Discipline Global Mobile,2019 FRIPP-APPROVED 200-GRAM VINYL REMASTER OF THE 1984 STUDIO ALBUM,VY15821
KING CRIMSON,THE RECONSTRUKCTION OF LIGHT: REISSUE,2LP, $	55.00 ,PROG ROCK,KCLPX14,UK,NEW,NEW,Discipline Global Mobile,2019 FRIPP-APPROVED REMASTER OF THE 2000 STUDIO RELEASE: 2LP 200-GRAM GATEFOLD SET,VZ5172
KING CRIMSON,THRAK: REMASTER,2LP, $	55.00 ,PROG ROCK,KCLPX13,EU,NEW,NEW,Discipline Global Mobile,2019 FRIPP-APPROVED REMASTER OF THE 1995 RELEASE: 2LP 200-GRAM GATEFOLD SET,VZ5173
KING CRIMSON,THE POWER TO BELIEVE: REISSUE,2LP, $	55.00 ,PROG ROCK,KCLPX15,UK,NEW,NEW,Discipline Global Mobile,2019 FRIPP-APPROVED REMASTER OF THE 2003 STUDIO RELEASE: 2LP 200-GRAM GATEFOLD SET,VZ5573
KING GIZZARD & THE LIZARD WIZARD,L.W.: COLOUR,1LP, $	40.00 ,ALTERNATIVE,2812141331,USA,EX,EX,KGLW Records,2021 STUDIO ALBUM & 3rd IN THE MICROTONAL SERIES: ANVIL EDITION SILVER VINYL,VS20688
KING GIZZARD & THE LIZARD WIZARD,WILLOUGHBY'S BEACH EP: REISSUE,1LP, $	25.00 ,ALTERNATIVE,FLT040R,AUS,NEW,NEW,Flightless Records,"2018 12"" 45rpm REISSUE OF THE DEBUT EP FROM 2011 ON RED VINYL w/ RE-IMAGINED ARTWORK",VY10581
KING GIZZARD & THE LIZARD WIZARD,NONAGON INFINITY (TRI-COLOUR VINYL),1LP, $	55.00 ,ALTERNATIVE,ATLP341,USA,NEW,NEW,ATO Records,2020 LIMITED EDITION ATO RECORDS TRI-COLOUR VINYL RE-ISSUE OF THE CLASSIC 2016 STUDIO ALBUM,VY13301
KING GIZZARD & THE LIZARD WIZARD,L.W.,1LP, $	40.00 ,ALTERNATIVE,FLT066,AUS,NEW,NEW,Flightless Records,2021 STUDIO ALBUM & 3rd IN THE MICROTONAL SERIES: BLACK VINYL PRESS w/ OBI-STRIP,VY14344
KING GIZZARD & THE LIZARD WIZARD,L.W.: COLOUR,1LP, $	55.00 ,ALTERNATIVE,2812141331,USA,NEW,NEW,KGLW Records,2021 STUDIO ALBUM & 3rd IN THE MICROTONAL SERIES: ANVIL EDITION SILVER VINYL,VY14351
KING GIZZARD & THE LIZARD WIZARD,TEENAGE GIZZARD: PINK & YELLOW,1LP, $	45.00 ,ALTERNATIVE,ORGM2210,USA,NEW,NEW,ORG Music / DGC,2021 RE-ISSUE EARLY GIZZ RECORDINGS FROM 2010-2011: LIMITED PINK & YELLOW U.S. COLOUR PRESS ON ORG MUSIC,VY14949
KING GIZZARD & THE LIZARD WIZARD,MADE IN TIMELAND,1LP, $	45.00 ,ALTERNATIVE,ATOLP424,USA,NEW,NEW,ATO Records,NEW 2022 STUDIO RELEASE OF THE LONG RUMOURED PROJECT: BLACK VINYL PRESS,VY15859
KING GIZZARD & THE LIZARD WIZARD,BUTTERFLY 3001 (RECYCLED BLACK WAX),2LP, $	58.00 ,ALTERNATIVE,2812155918,AUS,NEW,NEW,KGLW Records,2022 REMIX ALBUM OF BUTTERFLY 3000: RECYCLED BLACK WAX VINYL EDITION,VZ6017
KING KHAN UNLIMITED,OPIATE THEM ASSES: COLOUR,1LP, $	30.00 ,ALTERNATIVE,BB015LPA,,NEW,NEW,Bargain Bin Records,NEW 2021 ALBUM FROM BERLIN-BASED CANADIAN GARAGE-ROCK MONARCH: LIMITED SPLATTER COLOUR ORESS,VY13979
KING KRULE,"YOU HEAT ME UP, YOU COOL ME DOWN",2LP, $	55.00 ,ALTERNATIVE,XL1182LP,EU,NEW,NEW,XL Recordings,2021 2LP LIVE ALBUM: RECORDED MOMENTS BEFORE THE 2020 LOCKDOWNS - HIS FIRST LIVE OUTPUT,VZ5678
KING STINGRAY,MILKUMANA / LUPA,"7""", $	18.00 ,ALTERNATIVE,CVLP1127,AUS,NEW,NEW,Cooking Vinyl Records,2021 SINGLE FROM THE NORTH-EAST ARNHEM LAND OUTFIT: BLACK VINYL,V71626
KING TUFF,THE OTHER,1LP, $	10.00 ,ALTERNATIVE,SP1230,USA,NEW,NEW,Sub Pop Records,2018 STUDIO ALBUM: LOSER EDITION COLOUR PRESS,VY9748
KINGDOM COME,WHAT LOVE CAN BE,"7""", $	5.00 ,ROCK,8875707,AUS,,VG,Polydor,"OZ POLYDOR PLAIN SLEEVE 7"" FROM 1988",V83080
"KINGSTONIANS, THE",SUFFERER: REISSUE,1LP, $	38.00 ,REGGAE,MOVLP1913,EU,NEW,NEW,Music On Vinyl,2017 EU IMPORT M.O.V. 180-GRAM VINYL RE-ISSUE OF THE LONE 1970 ALBUM FROM JAMAICAN VOCAL TRIO,VY8940
"KINKS, THE",KWYET KINKS,"7""", $	50.00 ,ROCK,NEP24221,AUS,VG+,VG+,Astor Records,"ULTRA RARE 1965 ASTOR RECORDS GOLD STAR SERIES OZ PIC SLEEVE 7"" E.P.",V83603
"KINKS, THE",LOLA VS. POWERMAN & THE MONEYGOROUND: RE,1LP, $	40.00 ,ROCK,BMGCAT434LP,EU,NEW,NEW,Sanctuary Records,2020 & 50th ANNIVERSARY REMASTER ON 180-GRAM w/ GATEFOLD SLEEVE & 12-PAGE BOOKLET,VY13571
"KINKS, THE",ARTHUR: 50th ANNIVERSARY,2LP, $	50.00 ,ROCK,BMGCAT407DLP,EU,NEW,NEW,BMG Music,2019 DELUXE 50th ANNIVERSARY 2xLP GATEFOLD REMASTER OF THE CLASSIC 7th STUDIO ALBUM w/ BONUS TRACKS,VZ4439
KIRIN J CALLINAN,RETURN TO CENTRE,1LP, $	35.00 ,ALTERNATIVE,7766194,EU,NEW,NEW,EMI Music,2019 STUDIO ALBUM OF COVERS: TERRIBLE RECORDS/EMI EU PRESSING,VY11692
KISS,OFF THE SOUNDBOARD: VIRGINIA BEACH 2004,3LP, $	100.00 ,ROCK,4502855,EU,NEW,NEW,UMC / Universal Music,2022 OFFICIAL BOOTLEG 3LP SET OF THE EPIC VIRGINIA BEACH PERFORMANCE FROM 2004,VX361
KIWI JR.,COOLER RETURNS: COLOUR,1LP, $	30.00 ,ALTERNATIVE,SP1400X,USA,NEW,NEW,Sub Pop Records,NEW 2021 STUDIO RELASE FROM THE CANADIAN GROUP: LIMITED TRANSLUCENT YELLOW PRESS,VY13889
KLEENEX / LILIPUT,FIRST SONGS: COLOUR,2LP, $	40.00 ,POST-PUNK,KRS629LE,USA,NEW,NEW,Kill Rock Stars Records,2021 COLOUR VINYL RE-PRESS OF THE ESSENTIAL 2xLP COMP. OF SWISS POST-PUNK BANDS '78-'82 OUTPUT,VZ5512
KMD,BLACK BASTARDS: REISSUE,2LP, $	60.00 ,HIP HOP,MF2001LP,USA,NEW,NEW,Metal Face Records,2010 2xLP RE-ISSUE: 1994/2001 ALBUM FROM MF DOOM & CO.,VZ2908
"KNIFE, THE",DEEP CUTS: REISSUE COLOUR,2LP, $	50.00 ,ALTERNATIVE,RABID014RX,EU,NEW,NEW,Rabid Records,"2021 MAGENTA 2xLP COLOUR RE-ISSUE OF THE ACCLAIMED '03 ALBUM FEAT. HEARTBEATS: LTD/4,000 COPIES!",VZ5630
"KNIFE, THE",SILENT SHOUT: REISSUE COLOUR,2LP, $	50.00 ,ALTERNATIVE,RABID030RX,EU,NEW,NEW,Rabid Records,"NEW 2021 VIOLET 2xLP COLOUR RE-ISSUE OF THE 2006 STUDIO ALBUM: LTD/4,000 COPIES!",VZ5633
KNITTED ABYSS,BAD LASSIES,1LP, $	25.00 ,ALTERNATIVE,PDR042,AUS,NEW,NEW,Paradise Daily Records,2019 DEBUT LP FROM THE SYDNEY EXPERIMENTAL POP DUO,VY11999
KNOCKED LOOSE,POP CULTURE,"12""", $	35.00 ,PUNK,PNE187,CZ,NEW,NEW,Pure Noise Records,"COLOUR VINYL 12"" REPRESS OF THE 2014 MINI-ALBUM/E.P.",VO326
KNOCKED LOOSE,A DIFFERENT SHADE OF BLUE,1LP, $	45.00 ,PUNK,PNE2471,USA,NEW,NEW,Pure Noise Records,2019 STUDIO ALBUM FROM THE U.S. HARDCORE BAND: MAGENTA & BABY BLUE GALAXY COLOUR PRESS,VY11917
KNUCKLE PUCK,20/20,1LP, $	42.00 ,PUNK,RISE4581,USA,NEW,NEW,Rise Records,2020 STUDIO ALBUM FROM THE CHICAGO PUNK BAND: LIMITED BLACK PRESSING,VY13842
KOLLAPS,SIBLING LOVERS,1LP, $	15.00 ,ALTERNATIVE,TRT005,AUS,NEW,NEW,Trait Records,2017 DEBUT LP FROM MELB INDUSTRIAL/NOISE OUTFIT,VY8788
"KOOKS, THE",LET'S GO SUNSHINE,2LP, $	35.00 ,ALTERNATIVE,KOOKS001LP,EU,NEW,NEW,Lonely Cat Records,EU IMPORT 2xLP GATEFOLD PRESS OF THE 2018 STUDIO ALBUM,VZ6102
KORN,REQUIEM: COLOUR,1LP, $	55.00 ,ALTERNATIVE,LVR02371,EU,NEW,NEW,Loma Vista Records,NEW 2022 ALBUM FROM THE NU-METAL LEGENDS: LIMITED MILKY CLEAR COLOUR PRESS,VY15779
KORN,KORN: REISSUE,2LP, $	60.00 ,ALTERNATIVE,MOVLP1157,EU,NEW,NEW,Music On Vinyl,2014 EU 180-GRAM AUDIOPHILE 2LP REPRESS OF THE 1994 DEBUT ALBUM: 1st TIME VINYL PRESS,VZ1461
KOSZMAR,DESTRUKCJA,"7""", $	5.00 ,PUNK,TVSUICIDE3,,NEW,NEW,Televised Suicide Records,"2016 FLEXIDISC 7"" ON TELEVISED SUICIDE",V71295
KRAFTWERK,AUTOBAHN (BLUE VINYL),1LP, $	52.00 ,ELETRONICA,640698,EU,NEW,NEW,Atlantic Records,2020 180-GRAM BLUE VINYL RE-ISSUE OF THE 4th 1974 STUDIO ALBUM,VY13403
KRAFTWERK,RADIO-ACTIVITY (YELLOW VINYL),1LP, $	52.00 ,PROG ROCK,9527238,EU,NEW,NEW,Kling Klang Records,2020 180-GRAM YELLOW VINYL RE-ISSUE OF THE LANDMARK 1975 STUDIO ALBUM,VY13406
KRAFTWERK,TRANS-EUROPE EXPRESS (CLEAR VINYL),1LP, $	52.00 ,PROG ROCK,9527235,EU,NEW,NEW,Kling Klang Records,2020 180-GRAM CLEAR VINYL RE-ISSUE OF THE EXCELLENT 1977 STUDIO ALBUM,VY13408
KRALLICE / GERYON,WOLF / ASTOMATOUS,1LP, $	36.00 ,METAL,LPRELIC121,USA,NEW,NEW,Gilead Media,NEW 2020 SPLIT LP COMPILING EPs FROM EACH BAND,VY13385
KRIEG,ISOLATION/TRANSMISSION: RSD 2014,"7""", $	10.00 ,METAL,INIT84,USA,VG+,NEW,Init Records,"STILL-SEALED 2014 RECORD STORE DAY 7"" SINGLE LTD/500 COPIES ON ORANGE VINYL",V83525
KRYPTONICS,OEDIPUS COMPLEX / WHEN IT'S OVER,"7""", $	10.00 ,ALTERNATIVE,DAMP117,AUS,VG+,VG+,Waterfront Records,"WATERFRONT RECORDS GREEN VINYL 7"" SINGLE FROM 1989: #503/1,000 COPIES",V83437
KURT VILE,"SPEED, SOUND, LONELY KV","12""", $	20.00 ,ALTERNATIVE,OLE1651T,USA,NEW,NEW,Matador Records,2020/21 E.P. RELEASE FEAT. 5 NEW TRACKS INCLUDING A COLLAB. WITH JOHN PRINE,VO539
KURT VILE,CONSTANT HITMAKER,1LP, $	25.00 ,ALTERNATIVE,WOODSIST024,USA,EX,EX,Woodsist Records,U.S. IMPORT WOODSIST RECORDS PRESS OF THE LO-FI 2008 DEBUT SOLO ALBUM,VS20986
KURT VILE,(WATCH MY MOVES),2LP, $	68.00 ,ALTERNATIVE,B003485101,USA,NEW,NEW,Verve Records,NEW 2022 STUDIO RELEASE FROM K.V. & 1st ON VERVE RECORDS: STANDARD BLACK 2LP GATEFOLD PRESS,VZ6050
KURT VILE,(WATCH MY MOVES): COLOUR,2LP, $	75.00 ,ALTERNATIVE,B003506001,EU,NEW,NEW,Verve Records,NEW 2022 STUDIO RELEASE FROM K.V. & 1st ON VERVE RECORDS: LIMITED TRANSLUCENT EMERALD 2LP GATEFOLD PRESS,VZ6051
KURTIS BLOW,KURTIS BLOW: REISSUE,1LP, $	35.00 ,HIP HOP,B002851601,USA,NEW,NEW,Mercury Records,2018 U.S. IMPORT VINYL RE-ISSUE OF THE DEBUT 1980 ALBUM,VY12291
KYLESA,LIVE AT MAIDA VALE STUDIOS: RSD 2017,"10""", $	25.00 ,METAL,SOM410EP,USA,NEW,NEW,Season of Mist,"RSD 2017 10"" OF A 2014 BBC RECORDING: LTD/1500",VE168
KYUSS,AND THE CIRCUS LEAVES TOWN: REISSUE,1LP, $	45.00 ,ALTERNATIVE,R161811,USA,NEW,NEW,Elektra Entertainment Group,U.S. REPRESS OF THE 4th & FINAL STUDIO ALBUM FROM 1995,VY4456
KYUSS,WRETCH: REISSUE,2LP, $	52.00 ,ALTERNATIVE,R1543316,USA,NEW,NEW,Rhino Entertainment,U.S. REPRESS REPRESS OF THE LEGENDARY 1991 DEBUT STUDIO ALBUM,VZ1409
L7,THE BEAUTY PROCESS: TRIPLE PLATINUM: RSD,1LP, $	50.00 ,ALTERNATIVE,RGM1196,USA,NEW,NEW,Real Gone Music,"2021 RSD 1st TIME VINYL PRESS OF THE 1997 ALBUM: LTD/3,000 COPIES",VY14634
LA DISPUTE,ROOMS OF THE HOUSE,1LP, $	40.00 ,PUNK,RES128LP,USA,NEW,NEW,Better Living (La Dispute),BLACK VINYL GATEFOLD PRESSING OF THE 2014 ALBUM,VY4102
LADY GAGA,BORN THIS WAY: 10th ANNIVERSARY,3LP, $	110.00 ,POP,3841819,EU,NEW,NEW,Interscope Records,2021/10th ANNIVERSARY 3LP EXPANDED EDITION OF GAGA'S ICONIC 3rd STUDIO ALBUM,VX353
LADY GAGA,CHROMATICA,1LP, $	75.00 ,POP,B003361401,USA,NEW,NEW,Interscope Records,STANDARD BLACK VINYL REPRESS OF THE RSD VERSION: 2020 STUDIO ALBUM,VY14675
LAKES,SILVER THORNS,"12""", $	10.00 ,ALTERNATIVE,PDR047,AUS,NEW,NEW,Paradise Daily Records,"4-TRACK 2017 12"" EP ON PARADISE DAILY RECORDS",VO152
LAMB OF GOD,LAMB OF GOD,1LP, $	40.00 ,METAL,NB53751,USA,NEW,NEW,Nuclear Blast,2020 STUDIO ALBUM: STANDARD BLACK PRESS,VY12540
LANA DEL REY,NORMAN FUCKING ROCKWELL,2LP, $	70.00 ,POP,840940,EU,NEW,NEW,Interscope Records,2019 STUDIO ALBUM & HER 6th FULL LENGTH: 2xLP EU IMPORT  HEAVYWEIGHT GATEFOLD PRESS,VZ4597
LANA DEL REY,BLUE BANISTERS,2LP, $	65.00 ,POP,3859014,EU,NEW,NEW,Polydor Records,2021 STUDIO ALBUM & 8th FULL LENGTH: EU BLACK VINYL 2LP PRESSING,VZ5726
LANTERN,DIMENSIONS,1LP, $	35.00 ,METAL,DDR241LP,USA,NEW,NEW,Dark Descent Records,NEW 2020 & 3rd FULL LENGTH FROM THE LONG RUNNING FINNISH DEATH METAL BAND: BLACK PRESS,VY13046
LARRY CORYELL,THE LION AND THE RAM,1LP, $	15.00 ,JAZZ,AL4108,CAN,VG,VG+,Arista Records,ARISTA RECORDS CANADIAN IMPORT PRESS OF THE 1976 LP,VS19100
LARRY CORYELL,AT THE VILLAGE GATE: RSD 2021,1LP, $	30.00 ,JAZZ,CFU01197,USA,NEW,NEW,Culture Factory,RSD 2021 BLUE/BLUE COLOUR REPRESS OF CORYELL'S 1st LIVE ALBUM FROM 1971: LIMITED TO 1500 COPIES,VY14577
LARRY CORYELL,FAIRYLAND: RSD 2022,1LP, $	55.00 ,JAZZ,CFU01225,USA,NEW,NEW,Culture Factory,RSD 2022 MARBLED PINK & WHITE VINYL REPRESS OF THE LEGENDARY LIVE JAZZ FUSION PERFORMANCE: LIMITED TO 2000 COPIES,VY15985
LARRY YOUNG,YOUNG BLUES: REISSUE,1LP, $	35.00 ,JAZZ,37180,EU,NEW,NEW,Jazz Images,2020 EU 180-GRAM GATEFOLD JAZZ IMAGES REPRESS OF THE 1960 DEBUT ALBUM w/ BONUS TRACKS,VY14055
LARS FREDERIKSEN,TO VICTORY,1LP, $	35.00 ,PUNK,PPR3011,USA,NEW,NEW,Pirate's Press Records,NEW 2021 6-TRACK RELEASE OF THE 1st SOLO RECORDINGS FROM THE RANCID MEMBER,VY15231
LARS FREDERIKSEN & THE BASTARDS,VIKING,1LP, $	35.00 ,PUNK,PPR175,USA,NEW,NEW,Pirate's Press Records,2017 PIRATE'S PRESS REPRESS OF THE 2004 STUDIO ALBUM: 180-GRAM,VY9179
LAST CHAOS,NO,"12""", $	20.00 ,PUNK,NGM009,AUS,NEW,NEW,NGM Records,"RED VINYL ONE-SIDED 12"" EP: FINAL 2018 RELEASE",VO176
LAURA BRANIGAN,BRANIGAN 2,1LP, $	10.00 ,POP,800521,AUS,VG+,EX,Atlantic Records,OZ ATLANTIC RECORDS PRESS OF THE 1983 SOPHOMORE ALBUM,VS19541
LAURA BRANIGAN,HOLD ME,1LP, $	10.00 ,POP,812651,AUS,VG+,VG+,Atlantic Records,OZ ATLANTIC PRESS OF THE 1985 LP,VS19819
LAURA JANE GRACE,STAY ALIVE: AUS COLOUR,1LP, $	35.00 ,PUNK,PRC418AU,USA,NEW,NEW,Polyvinyl Records,2020 SOLO ALBUM FROM AGAINST ME! SINGER PRODUCED BY STEVE ALBINI (ENTIRELY-ANALOG RECORDING): AUS EXCLUSIVE TRANSLUCENT PURPLRE PRESS,VY13757
LAURA STEVENSON,LAURA STEVENSON: COLOUR,1LP, $	40.00 ,ALTERNATIVE,LPDG239LE,USA,NEW,NEW,Don Giovanni Records,LIMITED YELLOW VINYL U.S. PRESS OF THE BRAND NEW 2021 STUDIO ALBUM,VY15346
"LAURELS, THE",SONICOLOGY,1LP, $	20.00 ,ALTERNATIVE,RIN045LP,,NEW,NEW,Rice Is Nice Records,2016 ALBUM & FOLLOW-UP TO THEIR 2012 DEBUT,VY7171
"LAURELS, THE",HOMECOMING,1LP, $	42.00 ,ALTERNATIVE,TES026,AUS,NEW,NEW,Third Eye Records,NEW 2022 RELEASE & LONG-AWAITED 3rd STUDIO ALBUM FROM THE SYDNEY SHOEGAZE STALWARTS,VY16045
"LAWRENCE ARMS, THE",APATHY AND EXHAUSTION,1LP, $	35.00 ,PUNK,FAT6371,USA,NEW,NEW,Fat Wreck Chords,EXCELLENT 2002 STUDIO ALBUM & DEBUT FOR FAT WRECK CHORDS: BLACK VINYL PRESSING,VY2333
"LAWRENCE ARMS, THE",SKELETON COAST: COLOUR,1LP, $	48.00 ,PUNK,E87759CLP1,EU,NEW,NEW,Epitaph Records,NEW 2020 ALBUM & THEIR 1st IN 6 YEARS! LIMITED ORANGE COLOUR VINYL PRESS,VY12821
"LAZY SUSANS, THE",R U OK?,"7""", $	15.00 ,ALTERNATIVE,RES170,AUS,NEW,NEW,Resist Records,"2019 CLEAR YELLOW VINYL 7"" SINGLE ON RESIST RECORDS: LIMITED TO 300 COPIES",V71445
LCD SOUNDSYSTEM,THE LONG GOODBYE: LIVE AT MADISON SQUARE,LP BOX, $	220.00 ,ALTERNATIVE,DFA2362LP,EU,NEW,NEW,Parlophone,2021/10th ANNIVERSARY 5LP REPRESS OF THE 2014 RELEASE OF THE UNABRIDGED FAREWALL SHOW FROM 2011,VB602
LCD SOUNDSYSTEM,ELECTRIC LADY SESSIONS,2LP, $	55.00 ,ALTERNATIVE,19075892161,EU,NEW,NEW,Columbia Records,LIVE STUDIO RECORDING SESSION FROM 2018: 180-GRAM 2xLP GATEFOLD PRESSING,VZ4121
LEAH SENIOR,THE PASSING SCENE,1LP, $	42.00 ,ALTERNATIVE,FLT059,AUS,NEW,NEW,Flightless Records,2020 STUDIO ALBUM: LTD. OLIVE GREEN VINYL W/ LENTICULAR COVER (+DIGITAL DOWNLOAD),VY12751
LEATHERFACE,MUSH: REISSUE,1LP, $	48.00 ,PUNK,VOID006LP,UK,NEW,NEW,Call Of The Void,2021 BLACK VINYL REPRESS OF THE SEMINAL 3rd STUDIO ALBUM FROM 1991,VY14830
LEAVINGS,SELL & SHARK,"7""", $	10.00 ,ALTERNATIVE,LEAVINGS001,AUS,NEW,NEW,Self Released / Independent,"DEBUT 7"" FROM THE BRIS GROUP + D/L CODE",V71228
LED ZEPPELIN,LED ZEPPELIN I: REMASTER,1LP, $	40.00 ,ROCK,8122796641,EU,NEW,NEW,Atlantic Records,2014 REMASTER OF THE 1969 DEBUT STUDIO ALBUM ON 180-GRAM VINYL,VY4181
LED ZEPPELIN,LED ZEPPELIN II: REMASTER,1LP, $	40.00 ,ROCK,8122796640,EU,NEW,NEW,Atlantic Records,CLASSIC 2nd STUDIO ALBUM FROM 1969: 2014 REMASTER ON 180-GRAM VINYL & GATEFOLD JACKET,VY4182
"LEE ""SCRATCH"" PERRY",HEAVY RAIN,1LP, $	40.00 ,REGGAE,ONU145,EU,NEW,NEW,On-U Sound Records,"DUB COMPANION TO THE CRITICALLY ACCLAIMED 2019 ALBUM ""RAINFORD"" + D/L CARD",VY12349
"LEE ""SCRATCH"" PERRY & THE UPSETTERS",BIRD IN HAND,"7""", $	28.00 ,REGGAE,CLOS2512,USA,NEW,NEW,Golden Lane Records,"LIMITED EDITION 2021 YELLOW VINYL 7"" OF THE 1978 CLASSIC SINGLE",V71630
LEE PERRY,AFRICA'S BLOOD: REISSUE COLOUR,1LP, $	48.00 ,REGGAE,MOVLP2720,EU,NEW,NEW,Music On Vinyl,2021 EU 180-GRAM AUDIOPHILE REISSUE OF THE 1971 ALBUM: LIMITED NUMBERED & COLOURED PRESS,VY14259
LEMON KITTENS,SPOONFED + WRITHING,"7""", $	30.00 ,POST-PUNK,SF10,UK,VG,VG+,Step-Forward Music,"SCARCE 1979 DEBUT 7"" ON STEP FORWARD RECORDS",V82998
"LEMONHEADS, THE",BORED ON THE FOURTH OF JULY: THE BBC SES,"12""", $	30.00 ,ALTERNATIVE,FIRELP100,USA,NEW,NEW,Fire Records,"LIMITED 2015 RSD 12"" RELEASE FEAT. 4 TRACKS RECORDED LIVE AT THE BBC IN 1989: WHITE VINYL PRESS",VO706
"LEMONHEADS, THE",IT'S A SHAME ABOUT RAY: 30th ANNIVERSARY,2LP, $	60.00 ,ALTERNATIVE,FIRELP624,UK,NEW,NEW,Fire Egg Recordings,NEW 2022/30th ANNIVERSARY 2xLP GATEFOLD RE-ISSUE OF THE LEGENDARY 1992 ALBUM,VZ6023
"LEMONHEADS, THE",ROCKIN' THE SHELL: THE CLASSIC 1994 RADI,2LP, $	50.00 ,ALTERNATIVE,LETV078LP,UK,NEW,NEW,Let Them Eat Vinyl,2013 UK IMPORT 2xLP CLEAR VINYL RE-ISSUE OF THE RARE '94 RADIO BROADCASTS,VZ6095
LENIN LENNON / NAKED,SPLIT,"7""", $	5.00 ,ALTERNATIVE,Y202015,,NEW,NEW,Y202 Records,"2014 INTERSTATE SPLIT 7"" - NEWCASTLE/HOBART BROS",V7885
LEON BRIDGES,GOLD-DIGGERS SOUND,1LP, $	50.00 ,SOUL,19439886991,USA,NEW,NEW,Columbia Records,BRAND NEW 2021 RELEASE & 3rd ALBUM FROM THE U.S. SOUL SINGER,VY14805
LEONARD COHEN,THANKS FOR THE DANCE,1LP, $	32.00 ,ROCK,19075978661,USA,NEW,NEW,Columbia Records,"2019 POSTHUMOUS ALBUM & CONTINUATION OF THE WORK ON ""YOU WANT IT DARKER (2016)""",VY12170
LEONARD COHEN,GREATEST HITS: REISSUE,1LP, $	40.00 ,FOLK,88985435361,EU,NEW,NEW,Columbia Records,EU IMPORT COLUMBIA RECORDS RE-ISSUE OF THE 1975 HITS COMPILATION FEAT. TRACKS OFF HIS FIRST 4 ALBUMS,VY15786
LEONARD COHEN,LIVE AT THE ISLE OF WIGHT 1970,2LP, $	50.00 ,FOLK,88697570701,EU,NEW,NEW,Columbia Records,2017 REPRESS OF THE '09 RELEASE OF THE SUPERB 1970 PERFORMANCE,VZ4718
LESS THAN JAKE,SILVER LININGS: COLOUR,1LP, $	42.00 ,PUNK,PNE286,USA,NEW,NEW,Pure Noise Records,NEW 2020 STUDIO ALBUM & THEIR 1st IN 7 YEARS: LIMITED HIGHLIGHTER YELLOW W/ RED & NEON GREEN TWIST PRESSING,VY13844
"LET DOWNS, THE",ATLANTA,"7""", $	10.00 ,ALTERNATIVE,36T015,USA,VG+,EX,360 Twist Records,RARE 1997 SINGLE FROM THE ATLANTA GARAGE GROUP,V83665
